Notice ID,Publication date,Contracting authority name,Contracting authority country code,ContractID,Title,Description,Value,Currency,Awarded supplier,Awarded supplier country code,Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Ltd,UK,Missing: Justification
2025/S 47-149514,2025-03-07,Stockholms universitet,SE,LOT-0001,Cryostat,"This procurement is for a dilution refrigerator system capable of cooling a stage with a diameter over 250 mm to temperatures in the tens of millikelvin range, with dedicated provisions for microwave coaxial cable connections.",1629780,SEK,Oxford Instruments GmbH,SE,Missing: Justification
2025/S 47-149514,2025-03-07,Stockholms universitet,SE,Missing: Contract ID,Missing: Title,Missing: Description,1629780,SEK,Bluefors Oy,SE,Missing: Justification
2025/S 47-149514,2025-03-07,Stockholms universitet,SE,Missing: Contract ID,Missing: Title,Missing: Description,1629780,SEK,Felix Technology Inc,SE,Missing: Justification
2022/S 185-523774,2022-09-26,Universität Paderborn,DE,1,Auftragsvergabe Qinu GmbH,"Die gesuchte Leistung umfasste Lieferung, Aufbau, Installation und Inbetriebnahme von drei Verdünnungskryostaten sowie die Einweisung und Schulung an der Universität Paderborn.",942660.00,EUR,Qinu GmbH,DE,Missing: Justification
2022/S 204-579200,2022-10-21,Universiteit Leiden,NL,1,Dilution Refrigerator,Procurement of a Dilution Refrigerator for the Leiden Institute of Physics of Leiden University.,510000.00,EUR,Leiden Cryogenics BV,NL,Missing: Justification
2020/S 096-229068,2020-05-18,Laboratoire national de métrologie et d'essais,FR,2020-10,Acquisition réfrigérateur à dilution (CF-DR),Acquisition réfrigérateur à dilution (CF-DR).,508200.00,EUR,Bluefors Oy,FI,Missing: Justification
2020/S 096-229068,2020-05-18,Laboratoire national de métrologie et d'essais,FR,2,Acquisition d’un pont de résistance en courant continu pour la thermométrie,Acquisition d’un pont de résistance en courant continu pour la thermométrie.,51440.00,EUR,Acalime,FR,Missing: Justification
2019/S 014-028432,2019-01-21,Universität Innsbruck,AT,1,Lieferung und Inbetriebnahme eines Kryostaten,Lieferung und Inbetriebnahme eines Kryostaten für das Institut für Experimentalphysik der Universität Innsbruck.,326400,EUR,Oxford Instruments GmbH – NanoScience,DE,Missing: Justification
2020/S 146-358692,2020-07-30,Missing: Contracting Authority Name,Missing: Contracting Authority Country,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots
2022/S 136-388922,2022-07-18,Physikalisch-Technische Bundesanstalt,DE,Z.1132S-4500144740,Lieferung eines kryogenfreien 3He/4He Mischungskryostats,Die PTB beabsichtigt die Beschaffung eines kryogenfreien 3He/4He Mischungskryostats gemäß Leistungsbeschreibung,1.00,EUR,Bluefors Cryogenics Oy Ltd,FI,Missing: Justification
2021/S 087-224707,2021-05-05,Aalto University Foundation sr,FI,D/851/01.01.04.00/2020,Cryogen-free Dilution Refrigerator,Dry dilution refrigerator.,380350.00,EUR,Bluefors Oy,FI,Missing: Justification
2023/S 120-380313,2023-06-26,Friedrich-Schiller-Universität Jena,DE,EU-OV/2023-89,Optischer Verdünnungskryostat,"Die Friedrich-Schiller-Universität Jena beabsichtigt die Beschaffung eines optischen Verdünnungskryostats zur Integration auf einem optischen Tisch. Der Kryostat muss über mindestens eins besser mehrere wechselbare, optische Fenster (siehe Anlage 2 - techn. Spezifikationen) und eine zum optischen Tisch entsprechend ausgerichtete Experimentierplattform verfügen. Daneben sollen unter anderem eine Basistemperatur von höchstens 30 mK und eine garantierte Kühlleistung von mindestens 200 µW bei einer Temperatur von 100 mK erreicht werden. Der Kryostat muss ohne den Einsatz von flüssigem Helium vollständig fernsteuerbar und automatisiert abkühlbar sein. Eine kurze Abkühlzeit auf Basistemperatur ist dabei ein entscheidendes Kriterium. Alle geforderten Spezifikationen sind in Anlage 2 aufgeführt.",418192.00,EUR,Qinu GmbH,DE,Missing: Justification
2020/S 169-409265,2020-09-01,"Freistaat Bayern, vertreten durch die Julius-Maximilians-Universität Würzburg",DE,1,Kryogenfreies Mischkryostatsystem Technische Physik 2020,"Der Freistaat Bayern (Auftraggeber) – hier vertreten durch die Julius-Maximilians-Universität Würzburg – beabsichtigt die Beschaffung eines Cryogen-free dilution refrigerator-Systems für den Lehrstuhl für Technische Physik an der Julius-Maximilians-Universität Würzburg zu vergeben. Die folgenden Alleinstellungsmerkmale sind für unsere Forschung unbedingt erforderlich und werden von keinem anderen Anbieter bereitgestellt: Aufgrund des Wärmeeintrages des benötigten optischen Freistrahlzuganges und der Stromaufnahme der Positionierer für die Probenjustage ist eine möglichst große Kühlleistung nötig. Die abgeschätzten technischen Anforderungen an die Kühlleistung an der Stelle der Experimentierplattform sind eine Netto‐Kühlleistung von mehr als 16 Mikrowatt bei T = 20 mK und eine Netto‐Kühlleistung von mehr als 450 Mikrowatt bei T = 100 mK. — vertikale Vibrationen der Probe im Frequenzbereich von 0-200 Hz von weniger als 500 nm maximale Amplitude; — Möglichst langer, vollständig fernsteuerbarer Dauerbetrieb ohne jeglichen Einsatz von kryogenen Flüssigkeiten. Die garantierte Dauerbetriebszeit beträgt mindestens 12 Monate. Die technische Umsetzung dieser Anforderung wurde von Bluefors im Patent EP 3167235B1 geschützt; — Probentauschplattform für schnellen Probentausch mit mindestens 58 mm Innendurchmesser und Kühlzeit der Probe auf unter 20 mK von unter 8 h.",549000.00,EUR,Bluefors Oy,FI,Nur das Gerät der Firma Bluefors erfüllt die unter II.2.4. erläuterten Mindestanforderungen. In diesem Zusammenhang relevantes Patent: EP 3167235B1
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,LOT-0001,General requirements Dilution Refrigerator,This procurement covers the purchase of a Cryogen-free low-vibration Dilution Refrigerator with optical access.,0,EUR,Zero Point Cryogenics,CA,"Chalmers har konkurrensutsatt marknaden i denna upphandling tidigare och avbröt pgs bristande konkurrens den 23/4. Ledningen har planerat forskning och undervisning baserat på att få det upphandlade tekniska systemet installerat och satt i drift på plats för att kunna leverera forskningsresultat och undervisning inom fastlagda tidsramar. Den tidigare upphandlingen avbröts av objektiva skäl som anges ovan, men behovet kvarstår och har nu blivit akut, mao tidsbrist då fastlagda tidsramar annars inte kan hållas vilket påverkar högskolans uppdrag i undervisning och forskning."
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,LOT-0002,Tenderer's suitability,This procurement covers the purchase of a Cryogen-free low-vibration Dilution Refrigerator with optical access.,0,EUR,Bluefors Oy,FI,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,LOT-0003,European Single Procurement Document,This procurement covers the purchase of a Cryogen-free low-vibration Dilution Refrigerator with optical access.,0,EUR,Leiden Cryogenics B.V.,NL,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,500000,EUR,Maybell Quantum,US,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,0,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,0,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,0,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,0,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,0,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,0,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,0,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2025/S 157-541259,2025-08-19,Chalmers Tekniska Högskola Aktiebolag,SE,Missing: Contract ID,Missing: Title,Missing: Description,500000,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2020/S 001-000357,2020-01-02,Centre national de la recherche scientifique,FR,2022641,Acquisition d’un équipement cryostat sans cryogène pour l’Institut d’astrophysique spatiale (IAS) du CNRS,L'équipement est un cryostat sans cryogène. Il sera dédié au au test d'un réfrigérateur à dilution fermé en modèle d'ingénierie.,154436.00,EUR,Ice Oxford Limited,UK,Missing: Justification
2019/S 240-588755,2019-12-12,Universität Stuttgart,DE,19-326,MK Kryostatensystem – Kryostat,Kryogenfreier mK Mischkryostat.,558000.00,EUR,Bluefors Oy,FI,Missing: Justification
2019/S 240-588755,2019-12-12,Universität Stuttgart,DE,19-326,MK Kryostatensystem – Positionierer,Nanopositionierer und Optik für Millikelvin Anwendungen.,95070.00,EUR,attocube systems AG,DE,Missing: Justification
2019/S 240-588755,2019-12-12,Universität Stuttgart,DE,19-326,MK Kryostatensystem – sCMOS Kamera,SCMOS Kamera.,19975.00,EUR,Teledyne Scientific Imaging GmbH,DE,Missing: Justification
2015/S 208-377358,2015-10-27,Missing: Contracting Authority Name,Missing: Contracting Authority Country,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots
2023/S 079-237059,2023-04-21,Institute of Science and Technology Austria,AT,1,Cryo Magnets,Beschaffung eines supraleitenden Magnetsystems mit Kryostat und Helium-3-Einsatz zur Ausstattung der Forschungsgruppe Modic am Campus des ISTA.,1,EUR,Oxford Instruments GmbH,DE,Missing: Justification
2023/S 113-352954,2023-06-14,University of Copenhagen,DK,1,Acquisition of a cryostat for the photonics platform,"The cryostat will be part of an experimental setup intended to enable development system will be part of an experimental setup intended to enable development of high-performance quantum photon emitters for fault tolerant quantum computing hardware based on photons. Initially the cryostat will house the quantum dots used to generate entangled photons with high-quality spin-photon interfaces. It later might also accommodate superconducting and gate-defined quantum dot devices for transduction of solid-state qubits and microwave photons into optical photons, a key goal for NQCP, as well as on-chip photonic circuits for qubit operations and single photon detectors. The cryostat must have low noise DC and RF lines to control spins in quantum dots and superconducting qubits, a >3T vector magnet to tune the quantum dot energy levels, optical fibers for laser access and photon collection, good radial and axial optical access, and a fast exchange sample chamber to enable efficient device characterization routines and fast transitions between Faraday and Voigt geometry. To improve results previously achieved by the HyQ Photonics group at NBI and to be compatible with superconducting and gate-defined solid-state qubits, we require the cryostat to reach 10-100 mK temperatures.",6600000.00,DKK,Bluefors,FI,"With the requirements for our application listed in 1) in mind, Bluefors was the only company we identified which can provide free-space optical access from the bottom (required to minimise axial path length to sample) and from the side (radially) with a large hole diameter (>25 mm) as standard options. Furthermore, they offer fiber access access in the presence of a vector magnet. These are all important to operate optical devices in the various configurations we target (Voigt and Faraday geometries, and fiber-coupled devices). As part of their standard selection, Bluefors also offers integration of electronic components (QFilters from industry leader QDevil), which are important to achieve a low noise level on our RF signals. They also offer an off-the-shelf 5-1-1 T vector magnet compatible with our requirements. Moreover, at NBI there is already experience with optical accessible dilution fridge in the Schliesser’s laboratory, where a Bluefors system is used. Being able to leverage on such pre-existing experience is key to having confidence in the quality and suitability of this equipment, as well as for ensuring good maintenance of the device. In addition, strong compatibility with other hardware platforms developed in NQCP and NBI is key, as targeting transduction and interconnection between platforms within NQCP is a central goal for purchasing this equipment. For example, the superconducting qubits team at NQCP, led by integrator Kjaergaard, uses exclusively Bluefors systems. Hence, purchasing from Bluefors is also key to ensuring compatibility. Other key capabilities provided by Bluefors that are key in our choice are: a fully welded heat exchanger, oil free pump and compressor system, and a membrane free compressor, which all reduces the risk of failures (3 years of guarantee without required service. As described in 1), this cryostat will be used to improve the state-of-the-art photon entangling with a quantum dot done by the Quantum Photonics group at NBI, and thereby contribute to the development of a fault tolerant quantum computer."
